SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ACIDIC.m,060623_ACIDIC_BLANK,,
CAL0005,P1A1,ACIDIC.m,060623_ACIDIC_CAL0005,Calibration,L1
QN523060613,P1B1,ACIDIC.m,060623_ACIDIC_QN523060613,QC,QC1
QN523060625,P1C1,ACIDIC.m,060623_ACIDIC_QN523060625,QC,QC2
NEG0005,P1D1,ACIDIC.m,060623_ACIDIC_NEG0005,,
2306060441,P1A2,ACIDIC.m,060623_ACIDIC_2306060441,,
2306060399,P1A3,ACIDIC.m,060623_ACIDIC_2306060399,,
2306060453,P1A5,ACIDIC.m,060623_ACIDIC_2306060453,,
2306060472,P1A6,ACIDIC.m,060623_ACIDIC_2306060472,,
2306060353,P1A7,ACIDIC.m,060623_ACIDIC_2306060353,,
2306060393,P1A8,ACIDIC.m,060623_ACIDIC_2306060393,,
2306060487,P1A9,ACIDIC.m,060623_ACIDIC_2306060487,,
2306060451,P1A10,ACIDIC.m,060623_ACIDIC_2306060451,,
2306060411,P1A11,ACIDIC.m,060623_ACIDIC_2306060411,,
2306060290,P1A12,ACIDIC.m,060623_ACIDIC_2306060290,,
2306060430,P1B2,ACIDIC.m,060623_ACIDIC_2306060430,,
2306060446,P1B3,ACIDIC.m,060623_ACIDIC_2306060446,,
2306060428,P1B4,ACIDIC.m,060623_ACIDIC_2306060428,,
2306060449,P1B5,ACIDIC.m,060623_ACIDIC_2306060449,,
2306060459,P1B6,ACIDIC.m,060623_ACIDIC_2306060459,,
2306060296,P1B7,ACIDIC.m,060623_ACIDIC_2306060296,,
2306060407,P1B8,ACIDIC.m,060623_ACIDIC_2306060407,,
2306060431,P1B10,ACIDIC.m,060623_ACIDIC_2306060431,,
2306060196,P1B12,ACIDIC.m,060623_ACIDIC_2306060196,,
2306060432,P1C3,ACIDIC.m,060623_ACIDIC_2306060432,,
2306060422,P1C4,ACIDIC.m,060623_ACIDIC_2306060422,,
2306060442,P1C5,ACIDIC.m,060623_ACIDIC_2306060442,,
2306060450,P1C6,ACIDIC.m,060623_ACIDIC_2306060450,,
2306060309,P1C7,ACIDIC.m,060623_ACIDIC_2306060309,,
2306060423,P1C8,ACIDIC.m,060623_ACIDIC_2306060423,,
2306060461,P1C9,ACIDIC.m,060623_ACIDIC_2306060461,,
