SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ETOH.m,060623_ETOH_BLANK,,
CAL0011,P1A1,ETOH.m,060623_ETOH_CAL0011,Calibration,L1
QN1123060613,P1B1,ETOH.m,060623_ETOH_QN1123060613,QC,QC1
QN1123060625,P1C1,ETOH.m,060623_ETOH_QN1123060625,QC,QC2
NEG0011,P1D1,ETOH.m,060623_ETOH_NEG0011,,
2306060963,P1A6,ETOH.m,060623_ETOH_2306060963,,
2306060964,P1A7,ETOH.m,060623_ETOH_2306060964,,
2306060953,P1A8,ETOH.m,060623_ETOH_2306060953,,
2306060943,P1A10,ETOH.m,060623_ETOH_2306060943,,
2306060984,P1A11,ETOH.m,060623_ETOH_2306060984,,
2306060939,P1B6,ETOH.m,060623_ETOH_2306060939,,
2306060950,P1B8,ETOH.m,060623_ETOH_2306060950,,
2306060935,P1B10,ETOH.m,060623_ETOH_2306060935,,
2306060985,P1B11,ETOH.m,060623_ETOH_2306060985,,
2306060979,P1C5,ETOH.m,060623_ETOH_2306060979,,
2306060940,P1C7,ETOH.m,060623_ETOH_2306060940,,
2306060987,P1C11,ETOH.m,060623_ETOH_2306060987,,
2306060977,P1D5,ETOH.m,060623_ETOH_2306060977,,
2306060961,P1D6,ETOH.m,060623_ETOH_2306060961,,
2306060978,P1D8,ETOH.m,060623_ETOH_2306060978,,
2306060942,P1D9,ETOH.m,060623_ETOH_2306060942,,
2306060986,P1D11,ETOH.m,060623_ETOH_2306060986,,
2306060974,P1E5,ETOH.m,060623_ETOH_2306060974,,
2306060966,P1E6,ETOH.m,060623_ETOH_2306060966,,
2306060957,P1E7,ETOH.m,060623_ETOH_2306060957,,
2306060973,P1E8,ETOH.m,060623_ETOH_2306060973,,
2306060965,P1E9,ETOH.m,060623_ETOH_2306060965,,
2306060937,P1E10,ETOH.m,060623_ETOH_2306060937,,
2306060972,P1F5,ETOH.m,060623_ETOH_2306060972,,
2306060959,P1F6,ETOH.m,060623_ETOH_2306060959,,
2306060938,P1F7,ETOH.m,060623_ETOH_2306060938,,
2306060962,P1F9,ETOH.m,060623_ETOH_2306060962,,
2306060980,P1F10,ETOH.m,060623_ETOH_2306060980,,
2306060971,P1G5,ETOH.m,060623_ETOH_2306060971,,
2306060976,P1G6,ETOH.m,060623_ETOH_2306060976,,
2306060960,P1G8,ETOH.m,060623_ETOH_2306060960,,
2306060958,P1G9,ETOH.m,060623_ETOH_2306060958,,
2306060989,P1G10,ETOH.m,060623_ETOH_2306060989,,
2306060983,P1G11,ETOH.m,060623_ETOH_2306060983,,
2306060967,P1H5,ETOH.m,060623_ETOH_2306060967,,
2306060969,P1H6,ETOH.m,060623_ETOH_2306060969,,
2306060956,P1H8,ETOH.m,060623_ETOH_2306060956,,
2306060988,P1H10,ETOH.m,060623_ETOH_2306060988,,
CAL0011POST,P1A1,ETOH.m,060623_ETOH_CAL0011POST,Calibration,L1
QN1123060613POST,P1B1,ETOH.m,060623_ETOH_QN1123060613POST,QC,QC1
QN1123060625POST,P1C1,ETOH.m,060623_ETOH_QN1123060625POST,QC,QC2
NEG0011POST,P1D1,ETOH.m,060623_ETOH_NEG0011POST,,
