SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,COMBINED.m,060623_COMBINED_BLANK,,
CAL0009,P1A1,COMBINED.m,060623_COMBINED_CAL0009,Calibration,L1
QN923060613,P1B1,COMBINED.m,060623_COMBINED_QN923060613,QC,QC1
QN923060625,P1C1,COMBINED.m,060623_COMBINED_QN923060625,QC,QC2
NEG0009,P1D1,COMBINED.m,060623_COMBINED_NEG0009,,
2306060780,P1A2,COMBINED.m,060623_COMBINED_2306060780,,
2306060721,P1A3,COMBINED.m,060623_COMBINED_2306060721,,
2306060802,P1A4,COMBINED.m,060623_COMBINED_2306060802,,
2306060723,P1A5,COMBINED.m,060623_COMBINED_2306060723,,
2306060804,P1A6,COMBINED.m,060623_COMBINED_2306060804,,
2306060838,P1A7,COMBINED.m,060623_COMBINED_2306060838,,
2306060789,P1A8,COMBINED.m,060623_COMBINED_2306060789,,
2306060801,P1A9,COMBINED.m,060623_COMBINED_2306060801,,
2306060750,P1A10,COMBINED.m,060623_COMBINED_2306060750,,
2306060809,P1A12,COMBINED.m,060623_COMBINED_2306060809,,
2306060774,P1B2,COMBINED.m,060623_COMBINED_2306060774,,
2306060716,P1B3,COMBINED.m,060623_COMBINED_2306060716,,
2306060773,P1B4,COMBINED.m,060623_COMBINED_2306060773,,
2306060715,P1B5,COMBINED.m,060623_COMBINED_2306060715,,
2306060811,P1B6,COMBINED.m,060623_COMBINED_2306060811,,
2306060831,P1B7,COMBINED.m,060623_COMBINED_2306060831,,
2306060781,P1B8,COMBINED.m,060623_COMBINED_2306060781,,
2306060810,P1B9,COMBINED.m,060623_COMBINED_2306060810,,
2306060711,P1B10,COMBINED.m,060623_COMBINED_2306060711,,
2306060775,P1B11,COMBINED.m,060623_COMBINED_2306060775,,
2306060796,P1B12,COMBINED.m,060623_COMBINED_2306060796,,
2306060762,P1C2,COMBINED.m,060623_COMBINED_2306060762,,
2306060713,P1C3,COMBINED.m,060623_COMBINED_2306060713,,
2306060767,P1C4,COMBINED.m,060623_COMBINED_2306060767,,
2306060710,P1C5,COMBINED.m,060623_COMBINED_2306060710,,
2306060820,P1C6,COMBINED.m,060623_COMBINED_2306060820,,
2306060825,P1C7,COMBINED.m,060623_COMBINED_2306060825,,
2306060841,P1C8,COMBINED.m,060623_COMBINED_2306060841,,
2306060813,P1C9,COMBINED.m,060623_COMBINED_2306060813,,
2306060783,P1C10,COMBINED.m,060623_COMBINED_2306060783,,
2306060843,P1C11,COMBINED.m,060623_COMBINED_2306060843,,
2306060844,P1C12,COMBINED.m,060623_COMBINED_2306060844,,
2306060753,P1D2,COMBINED.m,060623_COMBINED_2306060753,,
2306060706,P1D3,COMBINED.m,060623_COMBINED_2306060706,,
2306060758,P1D4,COMBINED.m,060623_COMBINED_2306060758,,
2306060704,P1D5,COMBINED.m,060623_COMBINED_2306060704,,
2306060833,P1D6,COMBINED.m,060623_COMBINED_2306060833,,
2306060822,P1D7,COMBINED.m,060623_COMBINED_2306060822,,
2306060829,P1D8,COMBINED.m,060623_COMBINED_2306060829,,
2306060821,P1D9,COMBINED.m,060623_COMBINED_2306060821,,
2306060757,P1D10,COMBINED.m,060623_COMBINED_2306060757,,
