SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ACIDIC.m,060623_ACIDIC_BLANK,,
CAL0001,P1A1,ACIDIC.m,060623_ACIDIC_CAL0001,Calibration,L1
QN123060613,P1B1,ACIDIC.m,060623_ACIDIC_QN123060613,QC,QC1
QN123060625,P1C1,ACIDIC.m,060623_ACIDIC_QN123060625,QC,QC2
NEG0001,P1D1,ACIDIC.m,060623_ACIDIC_NEG0001,,
2306060105,P1A3,ACIDIC.m,060623_ACIDIC_2306060105,,
2306060085,P1A4,ACIDIC.m,060623_ACIDIC_2306060085,,
2306060128,P1A5,ACIDIC.m,060623_ACIDIC_2306060128,,
2306060073,P1A6,ACIDIC.m,060623_ACIDIC_2306060073,,
2306060037,P1A7,ACIDIC.m,060623_ACIDIC_2306060037,,
2306060010,P1A8,ACIDIC.m,060623_ACIDIC_2306060010,,
2306060140,P1A9,ACIDIC.m,060623_ACIDIC_2306060140,,
2306060084,P1A10,ACIDIC.m,060623_ACIDIC_2306060084,,
2306060032,P1A11,ACIDIC.m,060623_ACIDIC_2306060032,,
2306060129,P1A12,ACIDIC.m,060623_ACIDIC_2306060129,,
2306060058,P1B2,ACIDIC.m,060623_ACIDIC_2306060058,,
2306060111,P1B3,ACIDIC.m,060623_ACIDIC_2306060111,,
2306060076,P1B4,ACIDIC.m,060623_ACIDIC_2306060076,,
2306060119,P1B5,ACIDIC.m,060623_ACIDIC_2306060119,,
2306060070,P1B6,ACIDIC.m,060623_ACIDIC_2306060070,,
2306060031,P1B7,ACIDIC.m,060623_ACIDIC_2306060031,,
2306060006,P1B8,ACIDIC.m,060623_ACIDIC_2306060006,,
2306060137,P1B9,ACIDIC.m,060623_ACIDIC_2306060137,,
2306060078,P1B10,ACIDIC.m,060623_ACIDIC_2306060078,,
2306060125,P1B12,ACIDIC.m,060623_ACIDIC_2306060125,,
2306060118,P1C3,ACIDIC.m,060623_ACIDIC_2306060118,,
2306060069,P1C4,ACIDIC.m,060623_ACIDIC_2306060069,,
2306060114,P1C5,ACIDIC.m,060623_ACIDIC_2306060114,,
2306060065,P1C6,ACIDIC.m,060623_ACIDIC_2306060065,,
2306060029,P1C7,ACIDIC.m,060623_ACIDIC_2306060029,,
2306060121,P1C9,ACIDIC.m,060623_ACIDIC_2306060121,,
2306060064,P1C10,ACIDIC.m,060623_ACIDIC_2306060064,,
2306060022,P1C11,ACIDIC.m,060623_ACIDIC_2306060022,,
2306060115,P1C12,ACIDIC.m,060623_ACIDIC_2306060115,,
2306060075,P1D2,ACIDIC.m,060623_ACIDIC_2306060075,,
2306060059,P1D4,ACIDIC.m,060623_ACIDIC_2306060059,,
2306060107,P1D5,ACIDIC.m,060623_ACIDIC_2306060107,,
2306060061,P1D6,ACIDIC.m,060623_ACIDIC_2306060061,,
2306060026,P1D7,ACIDIC.m,060623_ACIDIC_2306060026,,
2306060067,P1D8,ACIDIC.m,060623_ACIDIC_2306060067,,
2306060113,P1D9,ACIDIC.m,060623_ACIDIC_2306060113,,
2306060060,P1D10,ACIDIC.m,060623_ACIDIC_2306060060,,
2306060018,P1D11,ACIDIC.m,060623_ACIDIC_2306060018,,
2306060109,P1D12,ACIDIC.m,060623_ACIDIC_2306060109,,
2306060083,P1E2,ACIDIC.m,060623_ACIDIC_2306060083,,
2306060050,P1E4,ACIDIC.m,060623_ACIDIC_2306060050,,
2306060104,P1E5,ACIDIC.m,060623_ACIDIC_2306060104,,
2306060057,P1E6,ACIDIC.m,060623_ACIDIC_2306060057,,
2306060024,P1E7,ACIDIC.m,060623_ACIDIC_2306060024,,
2306060063,P1E8,ACIDIC.m,060623_ACIDIC_2306060063,,
2306060108,P1E9,ACIDIC.m,060623_ACIDIC_2306060108,,
2306060056,P1E10,ACIDIC.m,060623_ACIDIC_2306060056,,
2306060014,P1E11,ACIDIC.m,060623_ACIDIC_2306060014,,
2306060091,P1E12,ACIDIC.m,060623_ACIDIC_2306060091,,
2306060015,P1F1,ACIDIC.m,060623_ACIDIC_2306060015,,
2306060090,P1F2,ACIDIC.m,060623_ACIDIC_2306060090,,
2306060127,P1F3,ACIDIC.m,060623_ACIDIC_2306060127,,
2306060098,P1F5,ACIDIC.m,060623_ACIDIC_2306060098,,
2306060053,P1F6,ACIDIC.m,060623_ACIDIC_2306060053,,
2306060021,P1F7,ACIDIC.m,060623_ACIDIC_2306060021,,
2306060034,P1F8,ACIDIC.m,060623_ACIDIC_2306060034,,
2306060100,P1F9,ACIDIC.m,060623_ACIDIC_2306060100,,
2306060052,P1F10,ACIDIC.m,060623_ACIDIC_2306060052,,
2306060008,P1F11,ACIDIC.m,060623_ACIDIC_2306060008,,
2306060145,P1F12,ACIDIC.m,060623_ACIDIC_2306060145,,
2306060117,P1G3,ACIDIC.m,060623_ACIDIC_2306060117,,
2306060087,P1G5,ACIDIC.m,060623_ACIDIC_2306060087,,
2306060047,P1G6,ACIDIC.m,060623_ACIDIC_2306060047,,
2306060017,P1G7,ACIDIC.m,060623_ACIDIC_2306060017,,
2306060096,P1G9,ACIDIC.m,060623_ACIDIC_2306060096,,
2306060045,P1G10,ACIDIC.m,060623_ACIDIC_2306060045,,
2306060005,P1G11,ACIDIC.m,060623_ACIDIC_2306060005,,
2306060139,P1G12,ACIDIC.m,060623_ACIDIC_2306060139,,
2306060102,P1H2,ACIDIC.m,060623_ACIDIC_2306060102,,
2306060094,P1H3,ACIDIC.m,060623_ACIDIC_2306060094,,
2306060132,P1H4,ACIDIC.m,060623_ACIDIC_2306060132,,
2306060079,P1H5,ACIDIC.m,060623_ACIDIC_2306060079,,
2306060043,P1H6,ACIDIC.m,060623_ACIDIC_2306060043,,
2306060012,P1H7,ACIDIC.m,060623_ACIDIC_2306060012,,
2306060089,P1H9,ACIDIC.m,060623_ACIDIC_2306060089,,
2306060136,P1H11,ACIDIC.m,060623_ACIDIC_2306060136,,
2306060130,P1H12,ACIDIC.m,060623_ACIDIC_2306060130,,
CAL0001POST,P1A1,ACIDIC.m,060623_ACIDIC_CAL0001POST,Calibration,L1
QN123060613POST,P1B1,ACIDIC.m,060623_ACIDIC_QN123060613POST,QC,QC1
QN123060625POST,P1C1,ACIDIC.m,060623_ACIDIC_QN123060625POST,QC,QC2
NEG0001POST,P1D1,ACIDIC.m,060623_ACIDIC_NEG0001POST,,
CAL0002,P2A1,ACIDIC.m,060623_ACIDIC_CAL0002,Calibration,L1
QN223060613,P2B1,ACIDIC.m,060623_ACIDIC_QN223060613,QC,QC1
QN223060625,P2C1,ACIDIC.m,060623_ACIDIC_QN223060625,QC,QC2
NEG0002,P2D1,ACIDIC.m,060623_ACIDIC_NEG0002,,
2306060112,P2A2,ACIDIC.m,060623_ACIDIC_2306060112,,
2306060048,P2A3,ACIDIC.m,060623_ACIDIC_2306060048,,
2306060082,P2A4,ACIDIC.m,060623_ACIDIC_2306060082,,
2306060150,P2A5,ACIDIC.m,060623_ACIDIC_2306060150,,
2306060068,P2A6,ACIDIC.m,060623_ACIDIC_2306060068,,
2306060003,P2A7,ACIDIC.m,060623_ACIDIC_2306060003,,
2306060162,P2A8,ACIDIC.m,060623_ACIDIC_2306060162,,
2306060194,P2A11,ACIDIC.m,060623_ACIDIC_2306060194,,
2306060201,P2A12,ACIDIC.m,060623_ACIDIC_2306060201,,
2306060101,P2B2,ACIDIC.m,060623_ACIDIC_2306060101,,
2306060072,P2B4,ACIDIC.m,060623_ACIDIC_2306060072,,
2306060124,P2B5,ACIDIC.m,060623_ACIDIC_2306060124,,
2306060055,P2B6,ACIDIC.m,060623_ACIDIC_2306060055,,
2306060148,P2B7,ACIDIC.m,060623_ACIDIC_2306060148,,
2306060156,P2B8,ACIDIC.m,060623_ACIDIC_2306060156,,
2306060141,P2B10,ACIDIC.m,060623_ACIDIC_2306060141,,
2306060188,P2B11,ACIDIC.m,060623_ACIDIC_2306060188,,
2306060193,P2B12,ACIDIC.m,060623_ACIDIC_2306060193,,
2306060092,P2C2,ACIDIC.m,060623_ACIDIC_2306060092,,
2306060016,P2C3,ACIDIC.m,060623_ACIDIC_2306060016,,
2306060042,P2C4,ACIDIC.m,060623_ACIDIC_2306060042,,
2306060116,P2C5,ACIDIC.m,060623_ACIDIC_2306060116,,
2306060051,P2C6,ACIDIC.m,060623_ACIDIC_2306060051,,
2306060168,P2C7,ACIDIC.m,060623_ACIDIC_2306060168,,
2306060138,P2C8,ACIDIC.m,060623_ACIDIC_2306060138,,
2306060198,P2C10,ACIDIC.m,060623_ACIDIC_2306060198,,
2306060080,P2D2,ACIDIC.m,060623_ACIDIC_2306060080,,
2306060007,P2D3,ACIDIC.m,060623_ACIDIC_2306060007,,
2306060035,P2D4,ACIDIC.m,060623_ACIDIC_2306060035,,
2306060046,P2D6,ACIDIC.m,060623_ACIDIC_2306060046,,
2306060159,P2D7,ACIDIC.m,060623_ACIDIC_2306060159,,
2306060172,P2D8,ACIDIC.m,060623_ACIDIC_2306060172,,
