SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ETOH.m,060623_ETOH_BLANK,,
CAL0005,P1A1,ETOH.m,060623_ETOH_CAL0005,Calibration,L1
QN523060613,P1B1,ETOH.m,060623_ETOH_QN523060613,QC,QC1
QN523060625,P1C1,ETOH.m,060623_ETOH_QN523060625,QC,QC2
NEG0005,P1D1,ETOH.m,060623_ETOH_NEG0005,,
2306060441,P1A2,ETOH.m,060623_ETOH_2306060441,,
2306060399,P1A3,ETOH.m,060623_ETOH_2306060399,,
2306060453,P1A5,ETOH.m,060623_ETOH_2306060453,,
2306060472,P1A6,ETOH.m,060623_ETOH_2306060472,,
2306060353,P1A7,ETOH.m,060623_ETOH_2306060353,,
2306060393,P1A8,ETOH.m,060623_ETOH_2306060393,,
2306060451,P1A10,ETOH.m,060623_ETOH_2306060451,,
2306060411,P1A11,ETOH.m,060623_ETOH_2306060411,,
2306060290,P1A12,ETOH.m,060623_ETOH_2306060290,,
2306060430,P1B2,ETOH.m,060623_ETOH_2306060430,,
2306060446,P1B3,ETOH.m,060623_ETOH_2306060446,,
2306060428,P1B4,ETOH.m,060623_ETOH_2306060428,,
2306060449,P1B5,ETOH.m,060623_ETOH_2306060449,,
2306060459,P1B6,ETOH.m,060623_ETOH_2306060459,,
2306060407,P1B8,ETOH.m,060623_ETOH_2306060407,,
2306060474,P1B9,ETOH.m,060623_ETOH_2306060474,,
2306060431,P1B10,ETOH.m,060623_ETOH_2306060431,,
2306060196,P1B12,ETOH.m,060623_ETOH_2306060196,,
2306060424,P1C2,ETOH.m,060623_ETOH_2306060424,,
2306060432,P1C3,ETOH.m,060623_ETOH_2306060432,,
2306060422,P1C4,ETOH.m,060623_ETOH_2306060422,,
2306060442,P1C5,ETOH.m,060623_ETOH_2306060442,,
2306060450,P1C6,ETOH.m,060623_ETOH_2306060450,,
2306060423,P1C8,ETOH.m,060623_ETOH_2306060423,,
2306060461,P1C9,ETOH.m,060623_ETOH_2306060461,,
2306060421,P1C10,ETOH.m,060623_ETOH_2306060421,,
2306060354,P1C11,ETOH.m,060623_ETOH_2306060354,,
2306060149,P1C12,ETOH.m,060623_ETOH_2306060149,,
2306060402,P1D2,ETOH.m,060623_ETOH_2306060402,,
2306060415,P1D4,ETOH.m,060623_ETOH_2306060415,,
2306060438,P1D6,ETOH.m,060623_ETOH_2306060438,,
2306060319,P1D7,ETOH.m,060623_ETOH_2306060319,,
2306060480,P1D8,ETOH.m,060623_ETOH_2306060480,,
2306060444,P1D9,ETOH.m,060623_ETOH_2306060444,,
2306060241,P1D11,ETOH.m,060623_ETOH_2306060241,,
2306060342,P1D12,ETOH.m,060623_ETOH_2306060342,,
2306060439,P1E2,ETOH.m,060623_ETOH_2306060439,,
2306060473,P1E3,ETOH.m,060623_ETOH_2306060473,,
2306060409,P1E4,ETOH.m,060623_ETOH_2306060409,,
2306060427,P1E6,ETOH.m,060623_ETOH_2306060427,,
2306060333,P1E7,ETOH.m,060623_ETOH_2306060333,,
2306060471,P1E8,ETOH.m,060623_ETOH_2306060471,,
2306060216,P1E11,ETOH.m,060623_ETOH_2306060216,,
2306060133,P1E12,ETOH.m,060623_ETOH_2306060133,,
2306060463,P1F1,ETOH.m,060623_ETOH_2306060463,,
2306060429,P1F2,ETOH.m,060623_ETOH_2306060429,,
2306060465,P1F3,ETOH.m,060623_ETOH_2306060465,,
2306060468,P1F4,ETOH.m,060623_ETOH_2306060468,,
2306060416,P1F6,ETOH.m,060623_ETOH_2306060416,,
2306060344,P1F7,ETOH.m,060623_ETOH_2306060344,,
2306060462,P1F8,ETOH.m,060623_ETOH_2306060462,,
2306060122,P1F12,ETOH.m,060623_ETOH_2306060122,,
2306060452,P1G1,ETOH.m,060623_ETOH_2306060452,,
2306060417,P1G2,ETOH.m,060623_ETOH_2306060417,,
2306060456,P1G3,ETOH.m,060623_ETOH_2306060456,,
2306060464,P1G4,ETOH.m,060623_ETOH_2306060464,,
2306060414,P1G5,ETOH.m,060623_ETOH_2306060414,,
2306060376,P1G6,ETOH.m,060623_ETOH_2306060376,,
2306060454,P1G8,ETOH.m,060623_ETOH_2306060454,,
2306060440,P1G10,ETOH.m,060623_ETOH_2306060440,,
2306060306,P1G11,ETOH.m,060623_ETOH_2306060306,,
2306060443,P1H1,ETOH.m,060623_ETOH_2306060443,,
2306060408,P1H2,ETOH.m,060623_ETOH_2306060408,,
2306060447,P1H3,ETOH.m,060623_ETOH_2306060447,,
2306060458,P1H4,ETOH.m,060623_ETOH_2306060458,,
