SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,COMBINED.m,060623_COMBINED_BLANK,,
CAL0005,P1A1,COMBINED.m,060623_COMBINED_CAL0005,Calibration,L1
QN523060613,P1B1,COMBINED.m,060623_COMBINED_QN523060613,QC,QC1
QN523060625,P1C1,COMBINED.m,060623_COMBINED_QN523060625,QC,QC2
NEG0005,P1D1,COMBINED.m,060623_COMBINED_NEG0005,,
2306060441,P1A2,COMBINED.m,060623_COMBINED_2306060441,,
2306060399,P1A3,COMBINED.m,060623_COMBINED_2306060399,,
2306060437,P1A4,COMBINED.m,060623_COMBINED_2306060437,,
2306060453,P1A5,COMBINED.m,060623_COMBINED_2306060453,,
2306060472,P1A6,COMBINED.m,060623_COMBINED_2306060472,,
2306060353,P1A7,COMBINED.m,060623_COMBINED_2306060353,,
2306060393,P1A8,COMBINED.m,060623_COMBINED_2306060393,,
2306060487,P1A9,COMBINED.m,060623_COMBINED_2306060487,,
2306060451,P1A10,COMBINED.m,060623_COMBINED_2306060451,,
2306060411,P1A11,COMBINED.m,060623_COMBINED_2306060411,,
2306060290,P1A12,COMBINED.m,060623_COMBINED_2306060290,,
2306060430,P1B2,COMBINED.m,060623_COMBINED_2306060430,,
2306060446,P1B3,COMBINED.m,060623_COMBINED_2306060446,,
2306060428,P1B4,COMBINED.m,060623_COMBINED_2306060428,,
2306060449,P1B5,COMBINED.m,060623_COMBINED_2306060449,,
2306060459,P1B6,COMBINED.m,060623_COMBINED_2306060459,,
2306060296,P1B7,COMBINED.m,060623_COMBINED_2306060296,,
2306060407,P1B8,COMBINED.m,060623_COMBINED_2306060407,,
2306060474,P1B9,COMBINED.m,060623_COMBINED_2306060474,,
2306060431,P1B10,COMBINED.m,060623_COMBINED_2306060431,,
2306060405,P1B11,COMBINED.m,060623_COMBINED_2306060405,,
2306060196,P1B12,COMBINED.m,060623_COMBINED_2306060196,,
2306060424,P1C2,COMBINED.m,060623_COMBINED_2306060424,,
2306060432,P1C3,COMBINED.m,060623_COMBINED_2306060432,,
2306060422,P1C4,COMBINED.m,060623_COMBINED_2306060422,,
2306060442,P1C5,COMBINED.m,060623_COMBINED_2306060442,,
2306060450,P1C6,COMBINED.m,060623_COMBINED_2306060450,,
2306060309,P1C7,COMBINED.m,060623_COMBINED_2306060309,,
2306060423,P1C8,COMBINED.m,060623_COMBINED_2306060423,,
2306060461,P1C9,COMBINED.m,060623_COMBINED_2306060461,,
2306060421,P1C10,COMBINED.m,060623_COMBINED_2306060421,,
2306060354,P1C11,COMBINED.m,060623_COMBINED_2306060354,,
2306060149,P1C12,COMBINED.m,060623_COMBINED_2306060149,,
2306060402,P1D2,COMBINED.m,060623_COMBINED_2306060402,,
2306060413,P1D3,COMBINED.m,060623_COMBINED_2306060413,,
2306060415,P1D4,COMBINED.m,060623_COMBINED_2306060415,,
2306060435,P1D5,COMBINED.m,060623_COMBINED_2306060435,,
2306060438,P1D6,COMBINED.m,060623_COMBINED_2306060438,,
2306060319,P1D7,COMBINED.m,060623_COMBINED_2306060319,,
2306060480,P1D8,COMBINED.m,060623_COMBINED_2306060480,,
2306060444,P1D9,COMBINED.m,060623_COMBINED_2306060444,,
2306060470,P1D10,COMBINED.m,060623_COMBINED_2306060470,,
2306060241,P1D11,COMBINED.m,060623_COMBINED_2306060241,,
2306060342,P1D12,COMBINED.m,060623_COMBINED_2306060342,,
2306060439,P1E2,COMBINED.m,060623_COMBINED_2306060439,,
2306060473,P1E3,COMBINED.m,060623_COMBINED_2306060473,,
2306060409,P1E4,COMBINED.m,060623_COMBINED_2306060409,,
2306060426,P1E5,COMBINED.m,060623_COMBINED_2306060426,,
2306060427,P1E6,COMBINED.m,060623_COMBINED_2306060427,,
2306060333,P1E7,COMBINED.m,060623_COMBINED_2306060333,,
2306060471,P1E8,COMBINED.m,060623_COMBINED_2306060471,,
2306060433,P1E9,COMBINED.m,060623_COMBINED_2306060433,,
2306060457,P1E10,COMBINED.m,060623_COMBINED_2306060457,,
2306060216,P1E11,COMBINED.m,060623_COMBINED_2306060216,,
2306060133,P1E12,COMBINED.m,060623_COMBINED_2306060133,,
2306060463,P1F1,COMBINED.m,060623_COMBINED_2306060463,,
2306060429,P1F2,COMBINED.m,060623_COMBINED_2306060429,,
2306060465,P1F3,COMBINED.m,060623_COMBINED_2306060465,,
2306060468,P1F4,COMBINED.m,060623_COMBINED_2306060468,,
2306060419,P1F5,COMBINED.m,060623_COMBINED_2306060419,,
2306060416,P1F6,COMBINED.m,060623_COMBINED_2306060416,,
2306060344,P1F7,COMBINED.m,060623_COMBINED_2306060344,,
2306060462,P1F8,COMBINED.m,060623_COMBINED_2306060462,,
2306060490,P1F9,COMBINED.m,060623_COMBINED_2306060490,,
2306060448,P1F10,COMBINED.m,060623_COMBINED_2306060448,,
