SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ACIDIC.m,060623_ACIDIC_BLANK,,
CAL0003,P1A1,ACIDIC.m,060623_ACIDIC_CAL0003,Calibration,L1
QN323060613,P1B1,ACIDIC.m,060623_ACIDIC_QN323060613,QC,QC1
QN323060625,P1C1,ACIDIC.m,060623_ACIDIC_QN323060625,QC,QC2
NEG0003,P1D1,ACIDIC.m,060623_ACIDIC_NEG0003,,
2306060237,P1A2,ACIDIC.m,060623_ACIDIC_2306060237,,
2306060224,P1A3,ACIDIC.m,060623_ACIDIC_2306060224,,
2306060261,P1A4,ACIDIC.m,060623_ACIDIC_2306060261,,
2306060279,P1A6,ACIDIC.m,060623_ACIDIC_2306060279,,
2306060217,P1A7,ACIDIC.m,060623_ACIDIC_2306060217,,
2306060220,P1A10,ACIDIC.m,060623_ACIDIC_2306060220,,
2306060267,P1A11,ACIDIC.m,060623_ACIDIC_2306060267,,
2306060294,P1A12,ACIDIC.m,060623_ACIDIC_2306060294,,
2306060218,P1B3,ACIDIC.m,060623_ACIDIC_2306060218,,
2306060273,P1B6,ACIDIC.m,060623_ACIDIC_2306060273,,
2306060211,P1B7,ACIDIC.m,060623_ACIDIC_2306060211,,
2306060182,P1B9,ACIDIC.m,060623_ACIDIC_2306060182,,
2306060227,P1B10,ACIDIC.m,060623_ACIDIC_2306060227,,
2306060270,P1B11,ACIDIC.m,060623_ACIDIC_2306060270,,
2306060285,P1B12,ACIDIC.m,060623_ACIDIC_2306060285,,
2306060208,P1C3,ACIDIC.m,060623_ACIDIC_2306060208,,
2306060242,P1C5,ACIDIC.m,060623_ACIDIC_2306060242,,
2306060269,P1C6,ACIDIC.m,060623_ACIDIC_2306060269,,
2306060186,P1C9,ACIDIC.m,060623_ACIDIC_2306060186,,
2306060232,P1C10,ACIDIC.m,060623_ACIDIC_2306060232,,
2306060277,P1C11,ACIDIC.m,060623_ACIDIC_2306060277,,
2306060278,P1C12,ACIDIC.m,060623_ACIDIC_2306060278,,
2306060266,P1D2,ACIDIC.m,060623_ACIDIC_2306060266,,
2306060262,P1D3,ACIDIC.m,060623_ACIDIC_2306060262,,
2306060234,P1D5,ACIDIC.m,060623_ACIDIC_2306060234,,
2306060263,P1D6,ACIDIC.m,060623_ACIDIC_2306060263,,
2306060249,P1D7,ACIDIC.m,060623_ACIDIC_2306060249,,
2306060152,P1D8,ACIDIC.m,060623_ACIDIC_2306060152,,
2306060191,P1D9,ACIDIC.m,060623_ACIDIC_2306060191,,
2306060240,P1D10,ACIDIC.m,060623_ACIDIC_2306060240,,
2306060281,P1D11,ACIDIC.m,060623_ACIDIC_2306060281,,
2306060271,P1D12,ACIDIC.m,060623_ACIDIC_2306060271,,
2306060259,P1E2,ACIDIC.m,060623_ACIDIC_2306060259,,
2306060248,P1E3,ACIDIC.m,060623_ACIDIC_2306060248,,
2306060230,P1E4,ACIDIC.m,060623_ACIDIC_2306060230,,
2306060225,P1E5,ACIDIC.m,060623_ACIDIC_2306060225,,
2306060254,P1E6,ACIDIC.m,060623_ACIDIC_2306060254,,
2306060147,P1E8,ACIDIC.m,060623_ACIDIC_2306060147,,
2306060197,P1E9,ACIDIC.m,060623_ACIDIC_2306060197,,
2306060247,P1E10,ACIDIC.m,060623_ACIDIC_2306060247,,
2306060289,P1E11,ACIDIC.m,060623_ACIDIC_2306060289,,
2306060293,P1E12,ACIDIC.m,060623_ACIDIC_2306060293,,
2306060265,P1F1,ACIDIC.m,060623_ACIDIC_2306060265,,
2306060251,P1F2,ACIDIC.m,060623_ACIDIC_2306060251,,
2306060231,P1F3,ACIDIC.m,060623_ACIDIC_2306060231,,
2306060219,P1F5,ACIDIC.m,060623_ACIDIC_2306060219,,
2306060245,P1F6,ACIDIC.m,060623_ACIDIC_2306060245,,
2306060222,P1F7,ACIDIC.m,060623_ACIDIC_2306060222,,
2306060143,P1F8,ACIDIC.m,060623_ACIDIC_2306060143,,
2306060203,P1F9,ACIDIC.m,060623_ACIDIC_2306060203,,
2306060250,P1F10,ACIDIC.m,060623_ACIDIC_2306060250,,
2306060282,P1F12,ACIDIC.m,060623_ACIDIC_2306060282,,
2306060243,P1G2,ACIDIC.m,060623_ACIDIC_2306060243,,
2306060210,P1G3,ACIDIC.m,060623_ACIDIC_2306060210,,
2306060238,P1G6,ACIDIC.m,060623_ACIDIC_2306060238,,
2306060207,P1G9,ACIDIC.m,060623_ACIDIC_2306060207,,
2306060258,P1G10,ACIDIC.m,060623_ACIDIC_2306060258,,
2306060274,P1G12,ACIDIC.m,060623_ACIDIC_2306060274,,
2306060246,P1H1,ACIDIC.m,060623_ACIDIC_2306060246,,
2306060235,P1H2,ACIDIC.m,060623_ACIDIC_2306060235,,
2306060272,P1H4,ACIDIC.m,060623_ACIDIC_2306060272,,
2306060226,P1H6,ACIDIC.m,060623_ACIDIC_2306060226,,
2306060239,P1H8,ACIDIC.m,060623_ACIDIC_2306060239,,
2306060214,P1H9,ACIDIC.m,060623_ACIDIC_2306060214,,
2306060260,P1H10,ACIDIC.m,060623_ACIDIC_2306060260,,
2306060221,P1H11,ACIDIC.m,060623_ACIDIC_2306060221,,
2306060287,P1H12,ACIDIC.m,060623_ACIDIC_2306060287,,
CAL0003POST,P1A1,ACIDIC.m,060623_ACIDIC_CAL0003POST,Calibration,L1
QN323060613POST,P1B1,ACIDIC.m,060623_ACIDIC_QN323060613POST,QC,QC1
QN323060625POST,P1C1,ACIDIC.m,060623_ACIDIC_QN323060625POST,QC,QC2
NEG0003POST,P1D1,ACIDIC.m,060623_ACIDIC_NEG0003POST,,
CAL0004,P2A1,ACIDIC.m,060623_ACIDIC_CAL0004,Calibration,L1
QN423060613,P2B1,ACIDIC.m,060623_ACIDIC_QN423060613,QC,QC1
QN423060625,P2C1,ACIDIC.m,060623_ACIDIC_QN423060625,QC,QC2
NEG0004,P2D1,ACIDIC.m,060623_ACIDIC_NEG0004,,
2306060317,P2A2,ACIDIC.m,060623_ACIDIC_2306060317,,
2306060291,P2A3,ACIDIC.m,060623_ACIDIC_2306060291,,
2306060304,P2A4,ACIDIC.m,060623_ACIDIC_2306060304,,
2306060350,P2A6,ACIDIC.m,060623_ACIDIC_2306060350,,
2306060351,P2A7,ACIDIC.m,060623_ACIDIC_2306060351,,
2306060352,P2A8,ACIDIC.m,060623_ACIDIC_2306060352,,
2306060404,P2A9,ACIDIC.m,060623_ACIDIC_2306060404,,
2306060315,P2A10,ACIDIC.m,060623_ACIDIC_2306060315,,
2306060316,P2A11,ACIDIC.m,060623_ACIDIC_2306060316,,
2306060311,P2B2,ACIDIC.m,060623_ACIDIC_2306060311,,
2306060298,P2B4,ACIDIC.m,060623_ACIDIC_2306060298,,
2306060336,P2B5,ACIDIC.m,060623_ACIDIC_2306060336,,
