SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,COMBINED.m,060623_COMBINED_BLANK,,
CAL0007,P1A1,COMBINED.m,060623_COMBINED_CAL0007,Calibration,L1
QN723060613,P1B1,COMBINED.m,060623_COMBINED_QN723060613,QC,QC1
QN723060625,P1C1,COMBINED.m,060623_COMBINED_QN723060625,QC,QC2
NEG0007,P1D1,COMBINED.m,060623_COMBINED_NEG0007,,
2306060499,P1A2,COMBINED.m,060623_COMBINED_2306060499,,
2306060549,P1A3,COMBINED.m,060623_COMBINED_2306060549,,
2306060597,P1A4,COMBINED.m,060623_COMBINED_2306060597,,
2306060639,P1A5,COMBINED.m,060623_COMBINED_2306060639,,
2306060565,P1A6,COMBINED.m,060623_COMBINED_2306060565,,
2306060481,P1A7,COMBINED.m,060623_COMBINED_2306060481,,
2306060608,P1A8,COMBINED.m,060623_COMBINED_2306060608,,
2306060546,P1A9,COMBINED.m,060623_COMBINED_2306060546,,
2306060652,P1A10,COMBINED.m,060623_COMBINED_2306060652,,
2306060643,P1A11,COMBINED.m,060623_COMBINED_2306060643,,
2306060622,P1A12,COMBINED.m,060623_COMBINED_2306060622,,
2306060507,P1B2,COMBINED.m,060623_COMBINED_2306060507,,
2306060556,P1B3,COMBINED.m,060623_COMBINED_2306060556,,
2306060615,P1B4,COMBINED.m,060623_COMBINED_2306060615,,
2306060631,P1B5,COMBINED.m,060623_COMBINED_2306060631,,
2306060558,P1B6,COMBINED.m,060623_COMBINED_2306060558,,
2306060647,P1B7,COMBINED.m,060623_COMBINED_2306060647,,
2306060476,P1B8,COMBINED.m,060623_COMBINED_2306060476,,
2306060641,P1B9,COMBINED.m,060623_COMBINED_2306060641,,
2306060636,P1B10,COMBINED.m,060623_COMBINED_2306060636,,
2306060663,P1B11,COMBINED.m,060623_COMBINED_2306060663,,
2306060599,P1B12,COMBINED.m,060623_COMBINED_2306060599,,
2306060513,P1C2,COMBINED.m,060623_COMBINED_2306060513,,
2306060559,P1C3,COMBINED.m,060623_COMBINED_2306060559,,
2306060620,P1C4,COMBINED.m,060623_COMBINED_2306060620,,
2306060623,P1C5,COMBINED.m,060623_COMBINED_2306060623,,
2306060553,P1C6,COMBINED.m,060623_COMBINED_2306060553,,
2306060642,P1C7,COMBINED.m,060623_COMBINED_2306060642,,
2306060564,P1C8,COMBINED.m,060623_COMBINED_2306060564,,
2306060619,P1C9,COMBINED.m,060623_COMBINED_2306060619,,
2306060625,P1C10,COMBINED.m,060623_COMBINED_2306060625,,
2306060657,P1C11,COMBINED.m,060623_COMBINED_2306060657,,
2306060668,P1C12,COMBINED.m,060623_COMBINED_2306060668,,
2306060519,P1D2,COMBINED.m,060623_COMBINED_2306060519,,
2306060566,P1D3,COMBINED.m,060623_COMBINED_2306060566,,
2306060624,P1D4,COMBINED.m,060623_COMBINED_2306060624,,
2306060613,P1D5,COMBINED.m,060623_COMBINED_2306060613,,
2306060541,P1D6,COMBINED.m,060623_COMBINED_2306060541,,
2306060634,P1D7,COMBINED.m,060623_COMBINED_2306060634,,
2306060573,P1D8,COMBINED.m,060623_COMBINED_2306060573,,
2306060611,P1D9,COMBINED.m,060623_COMBINED_2306060611,,
2306060618,P1D10,COMBINED.m,060623_COMBINED_2306060618,,
2306060651,P1D11,COMBINED.m,060623_COMBINED_2306060651,,
2306060664,P1D12,COMBINED.m,060623_COMBINED_2306060664,,
2306060527,P1E2,COMBINED.m,060623_COMBINED_2306060527,,
2306060575,P1E3,COMBINED.m,060623_COMBINED_2306060575,,
2306060628,P1E4,COMBINED.m,060623_COMBINED_2306060628,,
2306060609,P1E5,COMBINED.m,060623_COMBINED_2306060609,,
2306060528,P1E6,COMBINED.m,060623_COMBINED_2306060528,,
2306060621,P1E7,COMBINED.m,060623_COMBINED_2306060621,,
2306060486,P1E8,COMBINED.m,060623_COMBINED_2306060486,,
2306060658,P1E9,COMBINED.m,060623_COMBINED_2306060658,,
2306060612,P1E10,COMBINED.m,060623_COMBINED_2306060612,,
2306060646,P1E11,COMBINED.m,060623_COMBINED_2306060646,,
2306060656,P1E12,COMBINED.m,060623_COMBINED_2306060656,,
2306060483,P1F1,COMBINED.m,060623_COMBINED_2306060483,,
2306060533,P1F2,COMBINED.m,060623_COMBINED_2306060533,,
2306060581,P1F3,COMBINED.m,060623_COMBINED_2306060581,,
2306060630,P1F4,COMBINED.m,060623_COMBINED_2306060630,,
2306060590,P1F5,COMBINED.m,060623_COMBINED_2306060590,,
2306060512,P1F6,COMBINED.m,060623_COMBINED_2306060512,,
2306060617,P1F7,COMBINED.m,060623_COMBINED_2306060617,,
2306060501,P1F8,COMBINED.m,060623_COMBINED_2306060501,,
2306060644,P1F9,COMBINED.m,060623_COMBINED_2306060644,,
2306060661,P1F10,COMBINED.m,060623_COMBINED_2306060661,,
2306060640,P1F11,COMBINED.m,060623_COMBINED_2306060640,,
2306060653,P1F12,COMBINED.m,060623_COMBINED_2306060653,,
2306060489,P1G1,COMBINED.m,060623_COMBINED_2306060489,,
2306060539,P1G2,COMBINED.m,060623_COMBINED_2306060539,,
2306060584,P1G3,COMBINED.m,060623_COMBINED_2306060584,,
2306060638,P1G4,COMBINED.m,060623_COMBINED_2306060638,,
2306060583,P1G5,COMBINED.m,060623_COMBINED_2306060583,,
2306060500,P1G6,COMBINED.m,060623_COMBINED_2306060500,,
2306060614,P1G7,COMBINED.m,060623_COMBINED_2306060614,,
2306060520,P1G8,COMBINED.m,060623_COMBINED_2306060520,,
2306060632,P1G9,COMBINED.m,060623_COMBINED_2306060632,,
2306060655,P1G10,COMBINED.m,060623_COMBINED_2306060655,,
2306060633,P1G11,COMBINED.m,060623_COMBINED_2306060633,,
2306060645,P1G12,COMBINED.m,060623_COMBINED_2306060645,,
2306060496,P1H1,COMBINED.m,060623_COMBINED_2306060496,,
2306060544,P1H2,COMBINED.m,060623_COMBINED_2306060544,,
2306060592,P1H3,COMBINED.m,060623_COMBINED_2306060592,,
2306060475,P1H4,COMBINED.m,060623_COMBINED_2306060475,,
2306060577,P1H5,COMBINED.m,060623_COMBINED_2306060577,,
2306060494,P1H6,COMBINED.m,060623_COMBINED_2306060494,,
2306060610,P1H7,COMBINED.m,060623_COMBINED_2306060610,,
2306060531,P1H8,COMBINED.m,060623_COMBINED_2306060531,,
2306060616,P1H9,COMBINED.m,060623_COMBINED_2306060616,,
2306060650,P1H10,COMBINED.m,060623_COMBINED_2306060650,,
2306060627,P1H11,COMBINED.m,060623_COMBINED_2306060627,,
2306060637,P1H12,COMBINED.m,060623_COMBINED_2306060637,,
CAL0007POST,P1A1,COMBINED.m,060623_COMBINED_CAL0007POST,Calibration,L1
QN723060613POST,P1B1,COMBINED.m,060623_COMBINED_QN723060613POST,QC,QC1
QN723060625POST,P1C1,COMBINED.m,060623_COMBINED_QN723060625POST,QC,QC2
NEG0007POST,P1D1,COMBINED.m,060623_COMBINED_NEG0007POST,,
CAL0008,P2A1,COMBINED.m,060623_COMBINED_CAL0008,Calibration,L1
QN823060613,P2B1,COMBINED.m,060623_COMBINED_QN823060613,QC,QC1
QN823060625,P2C1,COMBINED.m,060623_COMBINED_QN823060625,QC,QC2
NEG0008,P2D1,COMBINED.m,060623_COMBINED_NEG0008,,
2306060626,P2A2,COMBINED.m,060623_COMBINED_2306060626,,
2306060662,P2A3,COMBINED.m,060623_COMBINED_2306060662,,
2306060667,P2A4,COMBINED.m,060623_COMBINED_2306060667,,
2306060694,P2A5,COMBINED.m,060623_COMBINED_2306060694,,
2306060665,P2A6,COMBINED.m,060623_COMBINED_2306060665,,
2306060744,P2A7,COMBINED.m,060623_COMBINED_2306060744,,
2306060725,P2A8,COMBINED.m,060623_COMBINED_2306060725,,
2306060671,P2A9,COMBINED.m,060623_COMBINED_2306060671,,
2306060766,P2A10,COMBINED.m,060623_COMBINED_2306060766,,
2306060724,P2A11,COMBINED.m,060623_COMBINED_2306060724,,
2306060764,P2A12,COMBINED.m,060623_COMBINED_2306060764,,
2306060691,P2B2,COMBINED.m,060623_COMBINED_2306060691,,
2306060649,P2B3,COMBINED.m,060623_COMBINED_2306060649,,
2306060687,P2B4,COMBINED.m,060623_COMBINED_2306060687,,
2306060684,P2B5,COMBINED.m,060623_COMBINED_2306060684,,
2306060689,P2B6,COMBINED.m,060623_COMBINED_2306060689,,
2306060727,P2B7,COMBINED.m,060623_COMBINED_2306060727,,
2306060714,P2B8,COMBINED.m,060623_COMBINED_2306060714,,
2306060747,P2B9,COMBINED.m,060623_COMBINED_2306060747,,
2306060763,P2B10,COMBINED.m,060623_COMBINED_2306060763,,
2306060719,P2B11,COMBINED.m,060623_COMBINED_2306060719,,
2306060754,P2B12,COMBINED.m,060623_COMBINED_2306060754,,
2306060688,P2C2,COMBINED.m,060623_COMBINED_2306060688,,
2306060536,P2C3,COMBINED.m,060623_COMBINED_2306060536,,
2306060680,P2C4,COMBINED.m,060623_COMBINED_2306060680,,
2306060672,P2C5,COMBINED.m,060623_COMBINED_2306060672,,
2306060681,P2C6,COMBINED.m,060623_COMBINED_2306060681,,
2306060722,P2C7,COMBINED.m,060623_COMBINED_2306060722,,
2306060708,P2C8,COMBINED.m,060623_COMBINED_2306060708,,
2306060720,P2C9,COMBINED.m,060623_COMBINED_2306060720,,
2306060756,P2C10,COMBINED.m,060623_COMBINED_2306060756,,
2306060699,P2C11,COMBINED.m,060623_COMBINED_2306060699,,
2306060746,P2C12,COMBINED.m,060623_COMBINED_2306060746,,
2306060683,P2D2,COMBINED.m,060623_COMBINED_2306060683,,
2306060466,P2D3,COMBINED.m,060623_COMBINED_2306060466,,
2306060673,P2D4,COMBINED.m,060623_COMBINED_2306060673,,
2306060692,P2D5,COMBINED.m,060623_COMBINED_2306060692,,
2306060603,P2D6,COMBINED.m,060623_COMBINED_2306060603,,
2306060709,P2D7,COMBINED.m,060623_COMBINED_2306060709,,
2306060761,P2D9,COMBINED.m,060623_COMBINED_2306060761,,
2306060752,P2D10,COMBINED.m,060623_COMBINED_2306060752,,
2306060776,P2D11,COMBINED.m,060623_COMBINED_2306060776,,
2306060732,P2D12,COMBINED.m,060623_COMBINED_2306060732,,
2306060677,P2E2,COMBINED.m,060623_COMBINED_2306060677,,
2306060696,P2E3,COMBINED.m,060623_COMBINED_2306060696,,
2306060666,P2E4,COMBINED.m,060623_COMBINED_2306060666,,
2306060635,P2E5,COMBINED.m,060623_COMBINED_2306060635,,
2306060604,P2E6,COMBINED.m,060623_COMBINED_2306060604,,
2306060769,P2E7,COMBINED.m,060623_COMBINED_2306060769,,
2306060739,P2E8,COMBINED.m,060623_COMBINED_2306060739,,
2306060741,P2E9,COMBINED.m,060623_COMBINED_2306060741,,
2306060749,P2E10,COMBINED.m,060623_COMBINED_2306060749,,
2306060760,P2E11,COMBINED.m,060623_COMBINED_2306060760,,
2306060718,P2E12,COMBINED.m,060623_COMBINED_2306060718,,
2306060690,P2F1,COMBINED.m,060623_COMBINED_2306060690,,
2306060669,P2F2,COMBINED.m,060623_COMBINED_2306060669,,
2306060685,P2F3,COMBINED.m,060623_COMBINED_2306060685,,
2306060660,P2F4,COMBINED.m,060623_COMBINED_2306060660,,
2306060659,P2F5,COMBINED.m,060623_COMBINED_2306060659,,
2306060606,P2F6,COMBINED.m,060623_COMBINED_2306060606,,
2306060765,P2F7,COMBINED.m,060623_COMBINED_2306060765,,
2306060729,P2F8,COMBINED.m,060623_COMBINED_2306060729,,
2306060707,P2F9,COMBINED.m,060623_COMBINED_2306060707,,
2306060737,P2F11,COMBINED.m,060623_COMBINED_2306060737,,
2306060712,P2F12,COMBINED.m,060623_COMBINED_2306060712,,
2306060682,P2G1,COMBINED.m,060623_COMBINED_2306060682,,
2306060686,P2G2,COMBINED.m,060623_COMBINED_2306060686,,
2306060679,P2G3,COMBINED.m,060623_COMBINED_2306060679,,
2306060654,P2G4,COMBINED.m,060623_COMBINED_2306060654,,
2306060678,P2G5,COMBINED.m,060623_COMBINED_2306060678,,
2306060629,P2G6,COMBINED.m,060623_COMBINED_2306060629,,
