SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ETOH.m,060623_ETOH_BLANK,,
CAL0003,P1A1,ETOH.m,060623_ETOH_CAL0003,Calibration,L1
QN323060613,P1B1,ETOH.m,060623_ETOH_QN323060613,QC,QC1
QN323060625,P1C1,ETOH.m,060623_ETOH_QN323060625,QC,QC2
NEG0003,P1D1,ETOH.m,060623_ETOH_NEG0003,,
2306060237,P1A2,ETOH.m,060623_ETOH_2306060237,,
2306060224,P1A3,ETOH.m,060623_ETOH_2306060224,,
2306060257,P1A5,ETOH.m,060623_ETOH_2306060257,,
2306060279,P1A6,ETOH.m,060623_ETOH_2306060279,,
2306060217,P1A7,ETOH.m,060623_ETOH_2306060217,,
2306060178,P1A8,ETOH.m,060623_ETOH_2306060178,,
2306060220,P1A10,ETOH.m,060623_ETOH_2306060220,,
2306060267,P1A11,ETOH.m,060623_ETOH_2306060267,,
2306060294,P1A12,ETOH.m,060623_ETOH_2306060294,,
2306060228,P1B2,ETOH.m,060623_ETOH_2306060228,,
2306060218,P1B3,ETOH.m,060623_ETOH_2306060218,,
2306060252,P1B5,ETOH.m,060623_ETOH_2306060252,,
2306060273,P1B6,ETOH.m,060623_ETOH_2306060273,,
2306060211,P1B7,ETOH.m,060623_ETOH_2306060211,,
2306060182,P1B9,ETOH.m,060623_ETOH_2306060182,,
2306060227,P1B10,ETOH.m,060623_ETOH_2306060227,,
2306060270,P1B11,ETOH.m,060623_ETOH_2306060270,,
2306060285,P1B12,ETOH.m,060623_ETOH_2306060285,,
2306060209,P1C2,ETOH.m,060623_ETOH_2306060209,,
2306060208,P1C3,ETOH.m,060623_ETOH_2306060208,,
2306060242,P1C5,ETOH.m,060623_ETOH_2306060242,,
2306060269,P1C6,ETOH.m,060623_ETOH_2306060269,,
2306060186,P1C9,ETOH.m,060623_ETOH_2306060186,,
2306060232,P1C10,ETOH.m,060623_ETOH_2306060232,,
2306060277,P1C11,ETOH.m,060623_ETOH_2306060277,,
2306060278,P1C12,ETOH.m,060623_ETOH_2306060278,,
2306060266,P1D2,ETOH.m,060623_ETOH_2306060266,,
2306060262,P1D3,ETOH.m,060623_ETOH_2306060262,,
2306060263,P1D6,ETOH.m,060623_ETOH_2306060263,,
2306060249,P1D7,ETOH.m,060623_ETOH_2306060249,,
2306060152,P1D8,ETOH.m,060623_ETOH_2306060152,,
2306060191,P1D9,ETOH.m,060623_ETOH_2306060191,,
2306060240,P1D10,ETOH.m,060623_ETOH_2306060240,,
2306060281,P1D11,ETOH.m,060623_ETOH_2306060281,,
2306060271,P1D12,ETOH.m,060623_ETOH_2306060271,,
2306060259,P1E2,ETOH.m,060623_ETOH_2306060259,,
2306060248,P1E3,ETOH.m,060623_ETOH_2306060248,,
2306060230,P1E4,ETOH.m,060623_ETOH_2306060230,,
2306060225,P1E5,ETOH.m,060623_ETOH_2306060225,,
2306060254,P1E6,ETOH.m,060623_ETOH_2306060254,,
2306060147,P1E8,ETOH.m,060623_ETOH_2306060147,,
2306060197,P1E9,ETOH.m,060623_ETOH_2306060197,,
2306060247,P1E10,ETOH.m,060623_ETOH_2306060247,,
2306060289,P1E11,ETOH.m,060623_ETOH_2306060289,,
2306060293,P1E12,ETOH.m,060623_ETOH_2306060293,,
2306060265,P1F1,ETOH.m,060623_ETOH_2306060265,,
2306060251,P1F2,ETOH.m,060623_ETOH_2306060251,,
2306060231,P1F3,ETOH.m,060623_ETOH_2306060231,,
2306060245,P1F6,ETOH.m,060623_ETOH_2306060245,,
2306060222,P1F7,ETOH.m,060623_ETOH_2306060222,,
2306060143,P1F8,ETOH.m,060623_ETOH_2306060143,,
2306060203,P1F9,ETOH.m,060623_ETOH_2306060203,,
2306060250,P1F10,ETOH.m,060623_ETOH_2306060250,,
2306060282,P1F12,ETOH.m,060623_ETOH_2306060282,,
2306060256,P1G1,ETOH.m,060623_ETOH_2306060256,,
2306060243,P1G2,ETOH.m,060623_ETOH_2306060243,,
2306060210,P1G3,ETOH.m,060623_ETOH_2306060210,,
2306060212,P1G5,ETOH.m,060623_ETOH_2306060212,,
2306060238,P1G6,ETOH.m,060623_ETOH_2306060238,,
2306060207,P1G9,ETOH.m,060623_ETOH_2306060207,,
2306060258,P1G10,ETOH.m,060623_ETOH_2306060258,,
2306060274,P1G12,ETOH.m,060623_ETOH_2306060274,,
2306060246,P1H1,ETOH.m,060623_ETOH_2306060246,,
2306060235,P1H2,ETOH.m,060623_ETOH_2306060235,,
2306060272,P1H4,ETOH.m,060623_ETOH_2306060272,,
2306060205,P1H5,ETOH.m,060623_ETOH_2306060205,,
2306060226,P1H6,ETOH.m,060623_ETOH_2306060226,,
2306060239,P1H8,ETOH.m,060623_ETOH_2306060239,,
2306060214,P1H9,ETOH.m,060623_ETOH_2306060214,,
2306060260,P1H10,ETOH.m,060623_ETOH_2306060260,,
2306060221,P1H11,ETOH.m,060623_ETOH_2306060221,,
