SAMPLE NAME,SAMPLE POSITION,METHOD,DATA FILE,SAMPLE TYPE,LEVEL NAME
BLANK,VIAL1,ETOH.m,060623_ETOH_BLANK,,
CAL0007,P1A1,ETOH.m,060623_ETOH_CAL0007,Calibration,L1
QN723060613,P1B1,ETOH.m,060623_ETOH_QN723060613,QC,QC1
QN723060625,P1C1,ETOH.m,060623_ETOH_QN723060625,QC,QC2
NEG0007,P1D1,ETOH.m,060623_ETOH_NEG0007,,
2306060499,P1A2,ETOH.m,060623_ETOH_2306060499,,
2306060639,P1A5,ETOH.m,060623_ETOH_2306060639,,
2306060565,P1A6,ETOH.m,060623_ETOH_2306060565,,
2306060481,P1A7,ETOH.m,060623_ETOH_2306060481,,
2306060608,P1A8,ETOH.m,060623_ETOH_2306060608,,
2306060546,P1A9,ETOH.m,060623_ETOH_2306060546,,
2306060622,P1A12,ETOH.m,060623_ETOH_2306060622,,
2306060507,P1B2,ETOH.m,060623_ETOH_2306060507,,
2306060631,P1B5,ETOH.m,060623_ETOH_2306060631,,
2306060558,P1B6,ETOH.m,060623_ETOH_2306060558,,
2306060647,P1B7,ETOH.m,060623_ETOH_2306060647,,
2306060476,P1B8,ETOH.m,060623_ETOH_2306060476,,
2306060641,P1B9,ETOH.m,060623_ETOH_2306060641,,
2306060663,P1B11,ETOH.m,060623_ETOH_2306060663,,
2306060599,P1B12,ETOH.m,060623_ETOH_2306060599,,
2306060513,P1C2,ETOH.m,060623_ETOH_2306060513,,
2306060623,P1C5,ETOH.m,060623_ETOH_2306060623,,
2306060553,P1C6,ETOH.m,060623_ETOH_2306060553,,
2306060642,P1C7,ETOH.m,060623_ETOH_2306060642,,
2306060564,P1C8,ETOH.m,060623_ETOH_2306060564,,
2306060619,P1C9,ETOH.m,060623_ETOH_2306060619,,
2306060625,P1C10,ETOH.m,060623_ETOH_2306060625,,
2306060657,P1C11,ETOH.m,060623_ETOH_2306060657,,
2306060668,P1C12,ETOH.m,060623_ETOH_2306060668,,
2306060624,P1D4,ETOH.m,060623_ETOH_2306060624,,
2306060613,P1D5,ETOH.m,060623_ETOH_2306060613,,
2306060541,P1D6,ETOH.m,060623_ETOH_2306060541,,
2306060634,P1D7,ETOH.m,060623_ETOH_2306060634,,
2306060611,P1D9,ETOH.m,060623_ETOH_2306060611,,
2306060618,P1D10,ETOH.m,060623_ETOH_2306060618,,
2306060651,P1D11,ETOH.m,060623_ETOH_2306060651,,
2306060664,P1D12,ETOH.m,060623_ETOH_2306060664,,
2306060527,P1E2,ETOH.m,060623_ETOH_2306060527,,
2306060575,P1E3,ETOH.m,060623_ETOH_2306060575,,
2306060628,P1E4,ETOH.m,060623_ETOH_2306060628,,
2306060528,P1E6,ETOH.m,060623_ETOH_2306060528,,
2306060621,P1E7,ETOH.m,060623_ETOH_2306060621,,
2306060486,P1E8,ETOH.m,060623_ETOH_2306060486,,
2306060658,P1E9,ETOH.m,060623_ETOH_2306060658,,
2306060612,P1E10,ETOH.m,060623_ETOH_2306060612,,
2306060646,P1E11,ETOH.m,060623_ETOH_2306060646,,
2306060656,P1E12,ETOH.m,060623_ETOH_2306060656,,
2306060483,P1F1,ETOH.m,060623_ETOH_2306060483,,
2306060533,P1F2,ETOH.m,060623_ETOH_2306060533,,
2306060581,P1F3,ETOH.m,060623_ETOH_2306060581,,
2306060590,P1F5,ETOH.m,060623_ETOH_2306060590,,
